,text,sentiment
1997,Высажены но пока не ходят туда-сюда заходят-то выходят двери-то открытые.,0
1998,Высаживайте пассажиров высаживайте 61-й.,0
1999,Высаживайте пассажиров затормаживайте состав переходите на второй путь.,0
2000,Высаживаю пассажиров на октябрьской затормаживаю иду на второй путь встречаю 61 маршрут а далее?,0
2001,Высказал недовольство по поводу моего багажа.,2
2002,Высказала свои пожелания и недовольства.,2
2003,Высказывал своё мнение по поводу проезда с собаками.,2
2004,Высокий уровень культуры!,1
2005,Высоковольтным низковольтным.,0
2006,Выставку под оборот не брали потому что на 4-м оборотной на 3-м стоит расстановочный состав.,2
2007,Высылайте бригаду скорой помощи на апминск 163 км в районе моста.  ,0
2008,Высылаю вам восстановительный.,0
2009,Вытираем третьи полки протираем стекла вторые полки столики пол.,0
2010,Выхдной зеленый.,0
2011,Выходим.,0
2012,Выходное открыто.,0
2013,Выходной 2 зеленых скорость по перегону не более 60 км в час.,0
2014,Выходной закрыт.,0
2015,Выходной нс-2 2 желтый в локомотивной желтый.,0
2016,Выходной нс-2 желтый в локомотивной желтый.,0
2017,Выходной открыт.,0
2018,Выходной с 3-го технического на 2-й главный зеленый.,0
2019,Выходной с 5-го пути зеленый.,0
2020,Выходной светофор запрещающий.,0
2021,Выходной светофор открыт.,0
2022,Выходной светофор с первого пути n1 зелёный.,0
2023,Выходной сигнал открыт маршрут готов.,0
2024,Выходной сигнал открыт маршрут отправления готов.,0
2025,Выходной ч2 зеленый скорость на выход 60.,0
2026,Выхожу со станции стаханов 3-й путь.,0
2027,Выше всех похвал!,1
2028,Вышел на станции и поехал на автобусе.,2
2029,Вышли с поезда номер 2.,0
2030,Вятка меня полностью разочаровала ... (((.,2
2031,Г терек кбр.,2
2032,Габарита нету.,0
2033,Гайки вот эти вот ну открученные вот эти видишь вот ну раскрученные.,0
2034,Где вот этот документ?,0
2035,Где диспетчер?,0
2036,Где документы-то?,2
2037,Где его отыскали - неизвестно.,2
2038,Где на данном этапе вот мы юристы я не знаю елена егоровна давайте вот вы мне вот так подготовите как обычно да как обычно.,2
2039,Где нас успокоили.,2
2040,Где находитесь 6001?,0
2041,Где находитесь?,0
2042,Где находишься?,0
2043,Где начальник депо меня прям серьезно отчитал за то что я нарушил охрану труда за то что я управлял электровозом не использовав инвентарные ревесильные рукоятки.,0
2044,Где он?,0
2045,Где они?,0
2046,Где письмо от вас?,2
2047,Где подпись печать все как положено?,2
2048,Где приложение к этой калькуляции?,0
2049,Где расписание ?,2
2050,Где руководство ржд?неужели об этом не знают?,2
2051,Где светофор v1?,0
2052,Где эти подтверждающие документы в этой калькуляции что эта калькуляция действительно обоснована.,2
2053,Где эти подтверждающие документы?,2
2054,Где я действую неправомерно?,2
2055,Где я не работаю как положено?,2
2056,Где я что-то нарушил?,2
2057,Где-то здесь?,0
2058,Где-то не зарабатывал.,0
2059,Где?,0
2060,Генерального директора который ведёт уже направление пассажирских перевозок то есть это все поезда и ведёт направление развития.,0
2061,Гзв: начальник поезда поправки внес бесплатно.,2
2062,Гидростроитель до москва казанский.,1
2063,Глава ржд не насытился еще ежедневной милионной зарплатой???,2
2064,Главного по составу приходил навещал и оперативно делился необходимой информацией.,1
2065,Главное людей нам не потерять.,0
2066,Главное приближение 5 следует что регламент переговоров отменили.,2
2067,Главное сдание ржд.,1
2068,Главное сколько денег от этого в карман ушло.,2
2069,Главное что он стоит.,0
2070,Главное чтобы не было трещин.,0
2071,Главный пункт заворота.,0
2072,Глядя на благодетельное отношение проводника пассажиры тоже были внимательными.,1
2073,Говорит машинист 3341 нахожусь на 10 пути станции рыбальск могу отправиться?,0
2074,Говоришь объявите заранее о прибытии- нет до последнего спят.,2
2075,Говорят что можно пить.,0
2076,Год назад вы там какие-то данные давали.,0
2077,Год назад ехала в москву на этом поезде нерюнгри.,1
2078,Год назад их точно перенесли.,0
2079,Голова все чешется.,2
2080,Головной офис компании.,1
2081,Голоса пропитые одежда мятая и грязная.,2
2082,Горбатый морктай как вы меня поняли выходной вам красный по удалению загруза вы следуете до стокгольма.,0
2083,Горочка катимся.,0
2084,Горячая вода не течет.,1
2085,Горячее питание приносили прямо в вагон очень вкусно и сытно.,1
2086,Господа вы не лопните?,2
2087,Гости с сахалина.,1
2088,Государство в государстве.,2
2089,Готов заплатить деньги но хрен повезут тебя.,2
2090,Готов к отправлению тормоза опробованы.,0
2091,Готовы к отправлению! Приготовьтесь к приятному путешествию с нами.,1
2092,Готовы к отправлению?,0
2093,Готовы обеспечить ваш комфорт!,1
2094,Готовы отправиться в путь! Надеемся что ваше путешествие пройдет гладко и комфортно.,1
2095,Готовы помочь вам!,1
2096,Готовы предложить вам лучший сервис!,1
2097,Готовы.,1
2098,Грамотно проконсультировал помог приобрести билет через электронный терминал.,1
2099,Григорьевне и асаульченко оксане игоревне.,1
2100,Грозой ее убило что ли что у нас случилось?,2
2101,Громадные дыры на платформах наспех заделываются досками.,2
2102,Грубо общается с пассажирами поезда нелесно о них отзывается.,2
2103,Грубо разговаривала показывая свое нежелание общаться.,2
2104,Группа гимнасток тренер родители.,2
2105,Грустно и печально.,2
2106,Грязно запах туалета!!!!,2
2107,Грязно как на улице(на полу).,2
2108,Грязно мокро всё в разрушенном состоянии антисанитария.,2
2109,Грязные старые вагоны космические цены - это всё об ржд.,2
2110,Грязные стены столик ковёр окно.,2
2111,Грязь в купе наверно ещё с советских времён.,2
2112,Грязь в купе наверно ещё с советских времён.5.,2
2113,Грязь вездеполы ни разу не помыли.,2
2114,Грязь вонь .,2
2115,Грязь вонь тараканы.,2
2116,Грязь на откидных столиках.,2
2117,Грязь туалеты практически все не работают закрыты.,2
2118,Грязь.вонь.вагон наверное из чермета из помойки.за свои слова отвечаю!,2
2119,Грязьтуалеты ночью не работают.,2
2120,Да 6012 прибыла скорая помощь и милиция.,0
2121,Да 6025 у вас есть остановка по неправильному пути по микрорайону.,0
2122,Да «правсоюз» как на любом крупном предприятии он имеется.,1
2123,Да а мы сожгли положили в газету и забыли.,2
2124,Да англичаночка стоит. ,0
2125,Да безусловно найдутся я верю в это.,1
2126,Да в основном... вот как бы абсурдно это ни звучало но действительно существуют нормативы которые обязаны соблюдать все и так как дмитрия за это наказали он решил как бы в отместку но если вы хотите работать по инструкции давайте все.,0
2127,Да вас понял 100 километров в час.,0
2128,Да верно.,1
2129,Да владимир анатольевич.,0
2130,Да вообще мало что изменилось.,0
2131,Да вот именно да.,1
2132,Да вот они.,1
2133,Да все верно,1
2134,Да всё верно.,1
2135,Да вы бы ему не стали платить.,2
2136,Да вы вообще уже просто уже на самом деле охамели.,2
2137,Да вы как экономист должны были собрать всю информацию.,2
2138,Да вы почему не работаете как положено?,2
2139,Да вы что?,2
2140,Да вышел он на ивантьевске второй вывели там охранщики подходили.,0
2141,Да говорят что по городу отключена вода.,2
2142,Да готово едем?,1
2143,Да грамотный.,1
2144,Да да документы предупреждены на руках готовы к отправлению.,1
2145,Да да.,0
2146,Да давайте у нас сейчас разбор будет.,2
2147,Да диспетчер.,0
2148,Да доложить. ,0
2149,Да ещё чютьли нерюмки им наливала после этого.,2
2150,Да звоните сразу иванову путину.,2
2151,Да и неприлично это.,2
2152,Да и ответ на запрос.,0
2153,Да и эта история началась в 2017 году.,0
2154,Да интересного ничего нету.,2
2155,Да какие-то нормы правильно я согласен.,1
2156,Да ко всему прочему трясло как на американских горках.,2
2157,Да колодки чтобы были в норме.,0
2158,Да конечно устроит.,1
2159,Да конечно!,1
2160,Да мало ли что!!!!,2
2161,Да машина хорошая все нормально.,1
2162,Да мы взяли всё получили.,1
2163,Да нахожусь на перегоне димитров-сортировочный - димитров-узловой.,0
2164,Да начальник депо да со мной.,1
2165,Да не будет он платить он адвоката наймет.,2
2166,Да не надо мне пока не надо мне тут строить условия уважаемый.,2
2167,Да не трогайте меня!,2
2168,Да нет не дают козлы ехать блин.,2
2169,Да нету там.,0
2170,Да но мне сказали ты не сдал аттестацию ещё одну давай ещё одну сдавай аттестацию.,2
2171,Да но не именно это.,0
2172,Да они придумывают эти все припоны дополнительные хотя по сути своей они нас в принципе ну только частично к нам относятся.,2
2173,Да пассажиры отведены на безопасное расстояние.,1
2174,Да по счетчикам понятно.,0
2175,Да поезд влез.,0
2176,Да посылай.,2
2177,Да потеки всегда есть.,0
2178,Да прибыл.,0
2179,Да продолжать сможем.,0
2180,Да слушаю вас.,0
2181,Да совершенно верно.,1
2182,Да сразу пробуйте потому что вам с 39-го открывам уже сигнал 44 49-м номером будете отправляться.,0
2183,Да сюда.,0
2184,Да так оно и было.,1
2185,Да так точно димитров-пассажирский конечная станция. ,0
2186,Да уже где-то минут 10.,0
2187,Да хватит прекращайте.,2
2188,Да что это такое  ржд???,2
2189,Да это невозможно.,2
2190,Да я напишу.,1
2191,Да я не знаю там справятся они нет?,0
2192,Да я отказался можно сказать сдавать проходить аттестацию потому что меня ничему не обучают.,2
2193,Да я с вами наталья ивановна.,0
2194,Да-да будет.,1
2195,Да-да диспетчер.,0
2196,Да-да похоже они да на изоляторе там понятно,0
2197,Да-да пускай приезжают и помогут дедушке убрать.,2
2198,Да-да это что да-да?,2
2199,Да-да это что?,2
2200,Да. ,0
2201,Давай к 12 где-то давай?,0
2202,Давай мы тебя там ждем.,0
2203,Давайте вместе работать над улучшением нашего сервиса!,1
2204,Давайте вместе сделаем ваше путешествие незабываемым и приятным!,1
2205,Давайте вместе сделаем ваше путешествие приятным и безопасным!,1
2206,Давайте вместе улучшим наш сервис для пассажиров!,1
2207,Давайте закроем этот разговор?,2
2208,Давайте по журналу посмотрим.,0
2209,Давайте подарим вам незабываемый опыт во время путешествия.,1
2210,Давайте поддержим друг друга и сделаем наши поездки еще лучше!,1
2211,Давайте продолжим работать вместе и делать нашу работу еще лучше!,1
2212,Давайте продолжим работать сообща и достигнем новых высот!,1
2213,Давайте сделаем это путешествие запоминающимся для всех!,1
2214,Давайте сделаем это путешествие запоминающимся для нас всех!,1
2215,Давайте сделаем это путешествие приятным для всех нас.,1
2216,Давайте сделаем этот рейс особенным для наших пассажиров!,1
2217,Давайте создадим приятную атмосферу для всех пассажиров.,1
2218,Давайте создадим уютную атмосферу для всех пассажиров.,1
2219,Давайте так и сделаем.,1
2220,Давайте уважать друг друга и с улыбкой продолжать свой путь.,1
2221,Давайте я вам электронку скину.,0
2222,Давление в тормозной магистрали 5 ат.,0
2223,Давление в тормозной магистрали 52.,0
2224,Давление масла в моторной ассоциации 1.,0
2225,Давление тормозной магистрали 5.0.,0
2226,Давление тормозной магистрали 5.2 впитательный 8.8,0
2227,Давненько не ездила поездами .,2
2228,Давно не видел таких приятных проводников.,1
2229,Давно не видела таких коммуникабельных и приятных проводников.,1
2230,Давно не встречала таких специалистов своего дела.,1
2231,Давно не встречали такого внимательного вежливого ненавязчивого и заботливого проводника!,1
2232,Давно не ездил на поезде честно был удивлен отношением.,1
2233,Давно не ездила на поездах.,1
2234,Давно не пользовался железной дорогой.,1
2235,Давно не чувствовали себя так комфортно.,1
2236,Даже в Москве у меня некоторые люди садятся и говорят очень жарко в вагоне.,0
2237,Даже если мне плохо я всегда им улыбаюсь.,0
2238,Даже кондиционер работал умеренно.,1
2239,Даже летом ходить по нему опасно.,2
2240,Даже макароны не могли нормально сварить в коробке был волос.,1
2241,Даже не знали как ложиться на такое постельное.,2
2242,Даже не снят а просто-напросто было принято решение уволить его по статье 31-б.,0
2243,Даже не уведомили об этом.,2
2244,Даже обед убрали цену задрали за билет.,1
2245,Даже сайт плохо работает.,1
2246,Даже сухпайка нет.,2
2247,Даже фа ...сты так не делали.,2
2248,Даже электронные сигареты бездымные курить нельзя!!!,2
2249,Дай бог вам здоровья и всяческих благ!!!,1
2250,Дай бог вам здоровья удачи и всего самого наилучшего!,1
2251,Дай бог здоровья вам мои хорошие и долгих лет жизни!!!!,1
2252,Дай бог здоровья и благополучия!!!,1
2253,Дай бог здоровья и успехов !,1
2254,Дай бог здоровья и успехов денису николаевичу !,1
2255,Дай бог чтобы ты никого не убил.,2
2256,Дай свой совет тем людям которые не работают на этом предприятии но мы знаем что в принципе на многих заводах на многих производствах ситуация аналогичная.,0
2257,Дайте ли мне пригласить сигнал атисофорды или условное распоряжение на проезд?,0
2258,Далее в г. белогорск эти два плацкарта отцепили.,1
2259,Далее давление тормозной магистрали 5.0 напорный - 8.,0
2260,Далее кассир говорит покупайте новый билет.,2
2261,Далее следую на станцию димитров-узловой.,0
2262,Далее чашка кофе.,0
2263,Далеко нашим железным дорогам до нормального сервиса.,2
2264,Дальше - хуже!,2
2265,Дальше без остановки.,0
2266,Дальше машина пойдёт сработать вперёд в автоматическом режиме автоматически будет закручивать скрепления гайки.,0
2267,Дальше спал укрывшись с головой потом в шапке.,1
2268,Данная сотрудница очень добросовестно относиться ко своим обязанностям.,1
2269,Данное видео - вокзал нижний новгород московский.,1
2270,Данное отстранение мне пришлось опротестовывать через замначальника двжд по кадрам социальным опросам тюленева которые данный приказ отменили и фактически вернули меня на работу.,0
2271,Данное отстранение мне пришлось опротестовывать через замначальника двжд по кадрам социальным опросам тюленева которые там данный приказ отменили и фактически ну вернули меня на работу.,2
2272,Данные вагоны имеют огромный минус- это отсутствие регулятора потока воздуха!,2
2273,Данные сотрудники ставят под вопрос репутацию компании.,2
2274,Данный вид работы используется при плановом и текущем ремонте жд-путей.,0
2275,Дарина очень внимательно относилась ко всем пассажирам.,1
2276,Дармоеды - когда будете делать свою работу?,2
2277,Дарья ивановна на основании какого нормативного акта мы будем привлечены к ответственности?,2
2278,Даудову аминат мусаевну и проводника этого поезда.,1
2279,Два билета одновременно берутся в кассе.,2
2280,Два в отпуске один за твой счёт.,2
2281,Два года назад у меня начались проблемы с предыдущим начальником депо который ну однозначно хотел моего увольнения потому что я в принципе всегда занимал такую позицию.,2
2282,Два года назад у меня начались проблемы с предыдущим начальником депо который однозначно хотел моего увольнения потому что я в принципе всегда занимал такую позицию.,0
2283,Два дела объединили в одно поскольку они были схожи обстоятельства и все было одно и то же.,0
2284,Два дня пролетели незаметно.,1
2285,Два желтых верхний мигающий.,0
2286,Два месяца не возвращают деньги за билет.,2
2287,Два рубля постельное белье.,0
2288,Два туалета без воды!,2
2289,Два туалета не работали с анапы до москвы.,2
2290,Двадцать семь сходи потому что получится... ты чё выше платформы?,2
2291,Двадцать третий седра слушаю.,0
2292,Двадцать третий.,0
2293,Две сутки в дурдоме!,2
2294,Двери в вагоне не закрываются!,2
2295,Двери из купе открываются наполовину дверь к туалету заклинивает.,2
2296,Дверь в один туалет не закрывается в другой с трудом.,2
2297,Дверь в туалет не закрывается?,1
2298,Дверь не закрывалась нормально в туалет.,2
2299,Дверь открылась но порожек падал и не давал нам выйти.,2
2300,Движемся по опасному участку пути скорость движения 40 км в час проходим отметку 144 километр.,0
2301,Движение полностью в соответствии с расписанием.,1
2302,Двойка вызывает диспетчер.,0
2303,Двойка где находитесь?,0
2304,Двойка где находишься?,0
2305,Двойка диспетчер.,0
2306,Двойка на связи.,0
2307,Двойка прибыли на второй по софиевке.,0
2308,Двойка проходим отметку 167-й километр.,0
2309,Двойка слушает.,0
2310,Двойка слушаю.,0
2311,Двойка слышу.,0
2312,Двойка у нас проводники красные.,0
2313,Девочке надо было успеть в великий новгород на зачёт.,2
2314,Девочки всегда были добры ко мне терпеливо объясняли технику безопасности.,1
2315,Девочки вы на своём месте сердечное вам спасибо!,1
2316,Девочки просто умницы.,1
2317,Девочки-проводники очень уважительные и отличные профессионалы!отличное питание и ресторанное обслуживание!,1
2318,Девушка замечательная и внимательная!,1
2319,Девушка кассир и парень полицейский оказались внимательными и отзывчивыми.,1
2320,Девушка проводник обратилась к пассажирам и они нашли нужную сумму.,1
2321,Девушки с отличным чувством юмора очень позитивные отзывчивые и внимательные.,1
2322,Девчата терпения вам и ещё много раз терпения!!!,1
2323,Девчатам всего самого наилучшего!!,1
2324,Девченки вы super.,1
2325,Девять листов а4 наизусть грубо говоря.,2
2326,Дежурная по переезду в пределах видимости провожает.,0
2327,Дежурная сарцова.,0
2328,Дежурные по вокзалам организовали ее.,1
2329,Дежурные полицейские очень неуважительны.,2
2330,Дежурный еще раз.,0
2331,Дежурный киевский вокзал.,0
2332,Дежурный по переезду в пределах видимости провожает.,0
2333,Дежурный ткаченко принял.,0
2334,Дежурный.,0
2335,Дезинфекция измерение температуры индивидуальный подход к каждому пассажиру!!,1
2336,Действительно было неожиданно приятно.,1
2337,Действительно ли там должен быть работать старший электромеханик?,2
2338,Дела тревожно.,2
2339,Делай!,2
2340,Делайте выводы товарищи.,2
2341,Делали всё возможное для комфортного проезда.,1
2342,Делали уборку в вагоне несколько раз.,1
2343,Делаю входы на платформа светофорывалидаторы денег потратили и закрыли вход.,2
2344,Делаю замечание отправляю в тамбур или в туалет хотя бы.,2
2345,Дело было 5 января.,2
2346,Дело в том что вот это был запрос который к нам поступил да?,0
2347,Дело в том что вы доказательства тогда должны были представить как обычно вы перечень там работы и так далее.,0
2348,Дело в том что выдают фиктивные приказы на следование локомотива.,0
2349,Дело в том что до сергея сергеевича я доносил информацию.,0
2350,Дело в том что на станции реж нет туалета.,2
2351,Дело в том что я же расписала то есть электромонтер сколько времени было потрачено какая зарплата это все уже есть.,0
2352,Дело касается савеловского направления.,2
2353,Денег и что-то ещё не очень ценное.,1
2354,Денис игоревич!,2
2355,Денис мне рассказал свою историю так называемой борьбы по-другому я это назвать не могу.,2
2356,Денис наглядный пример того как можно и нужно добиваться своих прав и законных интересов.,1
2357,Денис ну как можно исправить эту ситуацию?,0
2358,Денис ну что покажешь нам что у вас там?,1
2359,Денис правда то что тебя не пускали на работу после выпуска этого ролика?,0
2360,Денис пытался отстоять свое право на соблюдение норм охраны труда.,0
2361,Денис работает на прогреве.,0
2362,Денис работает помощником машиниста в локомотивном депо.,0
2363,Денис работал машинистом в нашем депо 4 месяца.,0
2364,Денис расскажи пожалуйста как была возможна такая ситуация почему такие случаи происходят?,0
2365,Денис расскажи.,0
2366,Денис спасибо что ты к нам пришел берите пример вот с таких вот людей.,1
2367,Денис является одним из немногих сотрудников ржд который не боится отстаивать свои права и законные интересы.,1
2368,Деньги за билет вернули!,1
2369,Деньги не вернули ??????.,2
2370,Деньги списали билетов нет.,2
2371,Деньги у пассажирки были на пластиковой карте.,1
2372,Держать красный. ,0
2373,Держитесь в пользу 55-65-го.,0
2374,Дескать  сперва инвалиды колясочники а после — остальные инвалиды.,1
2375,Десятый маршрут десятый до проспекта под оборот.,0
2376,Дети были в восторге.,1
2377,Дети были очень довольны порции надлежащего объема и качества.,1
2378,Дети ждут заветных рюкзачков а их нет.,2
2379,Дети спать не могут!,2
2380,Дети старики практически все без масок.,2
2381,Детская штата закрепляет по одному тормозному башмаку с обеих сторон.,0
2382,Дешевле на самолёте летать  чем ездить на поезде.,2
2383,Дешевле удобнее и быстрее летать самолётами.,2
2384,Дизель поезд по вашему приказанию отправляется до станции рыбальск.,0
2385,Димитро сортировочная димитро пасажирский?,0
2386,Димитров для вас 120.,0
2387,Димитров сортировочный проследуйте по первому пути.,0
2388,Димитров узловой номер 1 или номер 2?,0
2389,Димитров узловой. ,0
2390,Димитров-узловой номер 2 апостоловка 160.,0
2391,Димитров-узловой номер 2.,0
2392,Димитров-узловой №2 пошел.,0
2393,Динамик.,0
2394,Диспетчер 116 поезд 11и? маршрут нахожусь на 2 пути перегона Павелецкая-Автозаводская у светофора АВ248 светофор АВ248 – красныи?.,0
2395,Диспетчер 116 поезд 11й маршрут нахожусь на 2 пути перегона Павелецкая-Автозаводская у светофора АВ248 светофор АВ248 – красный.,0
2396,Диспетчер 116 поезд 11й маршрут нахожусь на 2 пути перегона Павелецкая-Автозаводская у светофора АВ248 светофор АВ248 – красный.,0
2397,Диспетчер 116и? поезд 11и? маршрут нахожусь на 2 пути перегона,0
2398,Диспетчер 116й поезд 11й маршрут нахожусь на 2 пути перегона,0
2399,Диспетчер 116й поезд 11й маршрут нахожусь на 2 пути перегона Павелецкая-Автозаводская у светофора АВ248 светофор АВ248 – красный.,0
2400,Диспетчер 11и? маршрут вас понял буду проследовать светофор АВ248,0
2401,Диспетчер 11и? маршрут нахожусь на 2 главном пути станции Автозаводская светофор АВ258мг красныи?.,0
2402,Диспетчер 11и? маршрут понятно АВ258мг по приказу.,0
2403,Диспетчер 11й маршрут вас понял буду проследовать светофор АВ248,0
2404,Диспетчер 11й маршрут нахожусь на 2 главном пути станции Автозаводская светофор АВ258мг красный.,0
2405,Диспетчер 11й маршрут понятно АВ258мг по приказу.,0
2406,Диспетчер 11й маршрут вас понял буду проследовать светофор АВ248 по пригласительному сигналу.,0
2407,Диспетчер 11й маршрут нахожусь на 2 главном пути станции Автозаводская светофор АВ258мг красный.,0
2408,Диспетчер 11й маршрут понятно АВ258мг по приказу.,0
2409,Диспетчер 11й маршрут понятно.,0
2410,Диспетчер 11му маршруту выдержка 1 минута на Соколе верно?,0
2411,Диспетчер 12-й километр запишите температуру на 2 часа.,0
2412,Диспетчер 128 поезд 11и? маршрут нахожусь на 2 главном станционном пути станции Сокол отсутствует контроль двереи? буду выходить из случая.,0
2413,Диспетчер 128 поезд 11й маршрут нахожусь на 2 главном станционном пути станции Сокол отсутствует контроль дверей буду выходить из случая.,0
2414,Диспетчер 128 поезд 11й маршрут нахожусь на 2 главном станционном пути станции Сокол отсутствует контроль дверей буду выходить из случая.,0
2415,Диспетчер 135 поезд 11и? маршрут нахожусь на 3 станционном пути станции Каховская у светофора КХ3 готов к работе на линии.,0
2416,Диспетчер 135 поезд 11й маршрут нахожусь на 3 станционном пути станции Каховская у светофора КХ3 готов к работе на линии.,0
2417,Диспетчер 145 поезд 11и? маршрут отправился со станции Белорусская с увеличенным интервалом пассажиры держали двери.,0
2418,Диспетчер 145 поезд 11й маршрут отправился со станции Белорусская с увеличенным интервалом пассажиры держали двери.,0
2419,Диспетчер 145 поезд 11й маршрут отправился со станции Белорусская с увеличенным интервалом пассажиры держали двери.,0
2420,Диспетчер 161 подскажите демитров узловой 2 первый путь на проход верно?,0
2421,Диспетчер 161-му.  ,0
2422,Диспетчер 162-й первый путь прибыли стоянка 10 минут.,0
2423,Диспетчер 162-й поезд разрешите отправиться с первого пути в софиевский.,0
2424,Диспетчер 162-й применяю экстренное торможение.,0
2425,Диспетчер 162-й у входного рыбальск. ,0
2426,Диспетчер 162-й.,0
2427,Диспетчер 162-й. ,0
2428,Диспетчер 162-му.,0
2429,Диспетчер 162-му. ,0
2430,Диспетчер 163 приближаюсь к первому пути станции софиевка. ,0
2431,Диспетчер 163-й 6-й путь рыбальск к отправлению готов.,0
2432,Диспетчер 163-й второй путь димитров прибыл.,0
2433,Диспетчер 163-й отцепляю локомотив от поезда 163 далее следую в депо на станцию димитров сортировочный.,0
2434,Диспетчер 163.,0
2435,Диспетчер 2-й скорость на маневрах расскажи.,0
2436,Диспетчер 2-й. ,0
2437,Диспетчер 31-я минута 61-я на третьем станционе 55-й отправился тоже 31-20.,0
2438,Диспетчер 4203 к отправлению готов.,0
2439,Диспетчер 45-й маршрут учините пожалуйста маршрут следования.,1
2440,Диспетчер 45-му отойдите маршрут следования.,0
2441,Диспетчер 51-й отправляю на третью станцию на 55-й верно?,0
2442,Диспетчер 6001 срочно.,0
2443,Диспетчер 6001-му.,0
2444,Диспетчер 6012.,0
2445,Диспетчер 6012. ,0
2446,Диспетчер 61-й понял.,0
2447,Диспетчер 6334 моисеев он только что вам ответил вызовите его еще раз.,0
2448,Диспетчер а че? Если отправлю щас может доедет он?,2
2449,Диспетчер бабочница 902-й 37-й через 1 в депо.,0
2450,Диспетчер вечер добрый на участке 6655 машинист Никитенко.,0
2451,Диспетчер все у нас сваливают диспетчер не контролируют вот он идет 14 минут и тем более вы видели перегонного времени ход на станции всегда же знают сколько не обращают внимания и еще вы знаете что на этом участке?,0
2452,Диспетчер вызывайте.,0
2453,Диспетчер двойка.,0
2454,Диспетчер десятка.,0
2455,Диспетчер для двойки ограничения по перегонам подскажите.,0
2456,Диспетчер значит произошел взрыв под литроводом у нас. на что наехали не знаю.,0
2457,Диспетчер машинист 55 повторяем информацию он заходит заезжает на 5-й и идёт на 2-й правильно?,0
2458,Диспетчер машинист вышел из кабины и пошел к хвосту,0
2459,Диспетчер машинист поезда 6025 выходной с третьего пути станции софиевка открыт маршрут готов скорость по перегону 100 км в час прибываю на станцию... ,0
2460,Диспетчер машинист поезда 6025 вышел на двухпутный участок.,0
2461,Диспетчер машинист поезда 6025 желаю разрешения на отправление со станции в микрорайон.,0
2462,Диспетчер машинист поезда 6025 милиция скорая помощь прибыла.,0
2463,Диспетчер машинист поезда 6025 по перегону следуем по правильному пути?,0
2464,Диспетчер машинист поезда 6025 по станции софиевка ограничение подскажите.,0
2465,Диспетчер машинист поезда 6025 повторите пожалуйста димитрий узловой какой путь принимаете?,0
2466,Диспетчер машинист поезда 6025 подскажите апостоловка это у нас какой километр?,0
2467,Диспетчер машинист поезда 6025 подскажите перед входом на стаханов первая стрелочка по плюсу или по минусу?,0
2468,Диспетчер машинист поезда 6025 подскажите пожалуйста димитров-узловой 118-й километр.,0
2469,Диспетчер машинист поезда 6025 подскажите пожалуйста стрелка после станции микрорайон по плюсу или по минусу?,0
2470,Диспетчер машинист поезда 6025 подскажите я иду по правильному пути?,0
2471,Диспетчер машинист поезда 6025 подъезжаю к 140-ому километру.,0
2472,Диспетчер машинист поезда 6025 прибыл дизель поезд уцелевшие пассажиры посажены.,0
2473,Диспетчер машинист поезда 6025 прибыл на 4-й путь к станции апостоловка.,0
2474,Диспетчер машинист поезда 6025 прибыл на первый путь станции димитров-пассажирский.,0
