,text,sentiment
1793,Установить 677-го на 1-м витебском.,0
1794,Можно я возьму флешку чтобы мне посмотреть все это?,0
1795,Да мы взяли всё получили.,1
1796,Вы записали или нет?,0
1797,Нет ли чего диспетчер не понял вас на станции?,0
1798,Конечно возьму никуда не денусь-то.,0
1799,Да вышел он на ивантьевске второй вывели там охранщики подходили.,0
1800,Да не надо мне пока не надо мне тут строить условия уважаемый.,2
1801,То есть они справочные для калькуляции.,0
1802,Откуда мне подсаживаться?,0
1803,Ржаных?,0
1804,Скажите машинисту... возьмите машиниста ремши и засугнитесь к выставочному диспетчеру.,0
1805,Болышев блок.,0
1806,Он не доедет до черенкова!,2
1807,Лаборатория бы через месяц пошла значит она через месяц бы не работала правильно?,0
1808,Так в общем берёт вас диспетчер на пять часов и чтобы вы по болышево были не опаздывали в пять двадцать потому что за вами там единица пассажирский будет идти.,0
1809,Закрой будет дело.,0
1810,Всё.,0
1811,Предупреждений нет.,0
1812,А почему когда?,0
1813,Я говорю а что ж вы-то молчите?,2
1814,То есть как у меня время придется так я вас включу.,0
1815,Следуйте!,0
1816,Значит указали сейчас пришло на 1-й и 4-й у вас за вагонами обсылась.,0
1817,Почему даже кассеты рпл не выдал?,2
1818,Вчера зачитывали повторюсь.,0
1819,Ещё раз. как кофеёк?,1
1820,Для этой работы.,0
1821,Калькуляция и справка есть в дтп?,0
1822,Тебе чётко была дана команда за 915-ый.,2
1823,В запасном резервуаре 8.,0
1824,Так я оставлю проследование согласно графикам по станциям.,0
1825,Слева порядок поставил остановка не подается.,0
1826,Тут не вместе тут вместе надо одному человеку.,0
1827,Дежурный.,0
1828,Вот а вот такой вопрос вам а кого ж вы хотели все-таки в отделение дороги-то на завтра вызвать,2
1829,Не называете при появлении поезда на участке приближения о маршруте приема при запрещающем выходном сигнале.,2
1830,Тяжёлые портации на это внимание не обращают.,2
1831,Я слушаю на твоём канале почему твоя бабтистка блять молчит?,2
1832,Я просто просил ее помогите мне.,0
1833,Ну вот у нас я сегодня разбирал такой вопрос по вопросу по сортировочной это нод-2 московское режимовое отделение.,0
1834,Добро все а там как пожелаете как с поварова я вас уже заберу там скажете мне так и сделаем.,1
1835,Вы посмотрите в зеркало увидите там себя.,2
1836,И говоришь машинисту вслед за удалённой передачей ёб твою мать!,2
1837,А половину забирать его не буду!,0
1838,Поняли да? Третий путь у вас стоит.,0
1839,Он на станции диспетчер на стрелке находится.,0
1840,Нет конечно,0
1841,Алё марфа.,0
1842,И я говорю по этой-этой мы ничего здесь не выиграем.,0
1843,Ну такие нельзя же направлять.,0
1844,К утру на место крушения прибыла специальная комиссия чтобы разобраться в причинах трагедии.,0
1845,С этим я вот сижу сколько я не могу с этим бороться.,2
1846,Почему за девятьсот пятнадцатым меня отправили?,2
1847,Стрелки в маршруте на первый главный путь.,0
1848,Он говорит 20 литров.,0
1849,Алё.,0
1850,Скорее всего есть это у всех имеется.,0
1851,Боркович и смольна 670-й 9-й 10-й пикет скорость не более 40.,0
1852,Вот просто по городскому ради интереса позвоните.,2
1853,на нитку поезда нажимаю высвечивается номер поезда машинист его явка.,0
1854,Понятно локомотивный зеленый.,0
1855,Вот так что насчет 148-го поезда я с начальником депо поговорю сейчас.,0
1856,Как бы его в узловую бы закинуть туда ребятам а то новомосковский второй стоит.,0
1857,У нас второго поезда по третьему главному казанская.,0
1858,Следуем с установленной скоростью.,0
1859,С левой стороны сигналов остановки нет.,0
1860,И собирать все экономические вопросы.,0
1861,И через 6 дней мы будем делать документы.,0
1862,Но это будет ваше последний рабочий день.,2
1863,Ну это я вам я конечно вас тоже понимаю но нам дежурных хотя бы тоже присудить.,2
1864,Понятно входной открыт на 5-й свободный путь н5 запрещающий остановка 8551 шесть кругов принял.,0
1865,При чем три года?,2
1866,Технологические карты прописаны что для замены опоры там надо потратить электромонтёр пятого разряда один человек электромонтёр второго разряда три человека и они в общей сложности должны потратить 4 часа.,0
1867,Тот же ценних или не знаю тот же михаил васильевич сказал я не слышал.,0
1868,Куда подевали кассеты?,2
1869,Ой где?,0
1870,Какие вопросы к нам?,2
1871,Дежурная по переезду в пределах видимости провожает.,0
1872,татьяна николаевна рассчитала заработную плату.,0
1873,Нет вагоны не упали сошли с рельс электровоз поврежден тут все разорвало у меня кабину жертв нету все живы сказали сейчас ограждаем состав.,0
1874,Согласно конструктивной особенности автомобиля уаз норма расхода такая-то.,2
1875,Они бы могли нам в кассу привезти.,0
1876,Скорость установлена.,0
1877,Ну ясно ясно.,0
1878,Я его по приказу собирался отправлять вас вызывал.,0
1879,Машинист сменял сигнал за открытие для него.,0
1880,Понятно 284 Делов 77 вам белый на 39 путь свободный маршрут готов до нн49 красный дежурный Холодков.,0
1881,Почему вы этого не делаете?,2
1882,Это уже если вот просто блять говорят по тысяче рублей это 59 тысяч.,2
1883,Чм-3 маршрутный красный скрещение со сплоткой 44-49 дежурная савцова.,0
1884,Дайте ли мне пригласить сигнал атисофорды или условное распоряжение на проезд?,0
1885,Неоднократный взрыв топ крана.,0
1886,Я сейчас в инстаграм выложу видео как вы заставляете ехать свыше 12 часов.,2
1887,На лоскутова.,0
1888,Ушаков на первом позе стойте стойте ушаков.,0
1889,Хорошо я напишу.,1
1890,Следующий шестой прибывает в подоборот.,0
1891,На сколько он опоздал-то у нас?,2
1892,убытки ущербы возможные риски...,0
1893,По переезду в пределах видимости проследовали без замечаний.,0
1894,В сепях управления 6.,0
1895,Пусть они будут перехватывать нас или на зеленом бару или на ивантеевке.,0
1896,Вы специалисты у вас совершенно другой уровень.,1
1897,За девятьсот пятнадцатым?,0
1898,С кадровика с начальника ичс с сторонних организаций.,0
1899,Тебя обучаю!,2
1900,Машинист «тройки» зотов помощник побежал укладывать башмаки вперед электропоезд без тормозов катится назад.,0
1901,Я и сейчас и сейчас не доехал и объезжался от скорости 5 километров на станцию.,0
1902,У него в должностной инструкции это написано?,2
1903,Основным инструментом диспетчерского управления служит график из полного движения.,0
1904,Контроль секретарь тоже контролировал.,0
1905,Ну вы понимаете мне надо время выдержать я делаю полную пробу тормозовки я в 4 часа тормознул.,0
1906,Пензу-3 карьер.,0
1907,Не ходил он и другим людям там новинской подсказывайте чтобы она нашла эти все бумаги.,0
1908,Приборы безопасности и радиостанция включены.,0
1909,Договорюсь с машинистом.,0
1910,Пять человек написали раз два три четыре.,2
1911,Света!,2
1912,А что надо брать?,0
1913,В чем дело-то я не пойму.,2
1914,Проследование выходной.,0
1915,Диспетчер 51-й отправляю на третью станцию на 55-й верно?,0
1916,Первый диспетчер разрешите с впсом воспользоваться и плюс вторая и минус у красной колпачки надетой.,0
1917,Олег владимирович а вы поедете сразу в лабораторию.,0
1918,Линейный колодец.,0
1919,Тч-10 машинист горелов.,0
1920,Давайте так и сделаем.,1
1921,А если что можешь остановиться и подойти сюда блин на курку.,0
1922,Проследовали выходной зеленый с первого пути.,0
1923,Не знаю.,0
1924,Дежурный по переезду в пределах видимости провожает.,0
1925,В следующий раз я надеюсь не заходите получать.,0
1926,Поехали на первый путь.,0
1927,Замечание запишите фабрика 1-го мая нет остановки первого вагона на табличке.,2
1928,Готовы.,1
1929,Если сейчас сюда придет полиция...,2
1930,Все понятно отправляйтесь номер поезда 8001.,0
1931,Машинист должен если поезд выбивает из графика вводить поезд в график и не ждать пока его диспетчер вызовет.,2
1932,Я позвонила из нашего отдела.,0
1933,А если бы мы неделю написали представляете сколько бы мы денег заработали.,2
1934,Ну ладно я с этим согласна я бы даже пригородную вызвала.,1
1935,Выходной с 5-го пути зеленый.,0
1936,Вы мне документы дадите я их разберу.,0
1937,Приказ 1027-й за подписью!,0
1938,Вы готовите исполнителей исполнители.,0
1939,Почему вы не узнали?,2
1940,Понятно 2150 на участке Сидоренко по предупреждениям верно следуем расписаниям на встречу поездов не будет.,0
1941,Диспетчер бабочница 902-й 37-й через 1 в депо.,0
1942,Подожди секундочку а как мы отрабатывали?,0
1943,Почему туда поехал старший электромеханик?,2
1944,Потому что вы я думаю не думаете что люди сидят за руководством дороги и вас прослушивают?,2
1945,Никто кроме поездного диспетчера не имеет права давать оперативные распоряжения по движению поездов.,2
1946,Экономист представил всю информацию.,0
1947,Зеленый проходной.,0
1948,Здесь у нас должно быть двойное стекло здесь вы уже видите одно всего лишь стоит и здесь должно стоять стекло триплекс которое при разбитии распадается на мелкие кусочки.,0
1949,Вот уборную можно показать наш туалет.,0
1950,Если бы ты отсюда ехал я бы сказала явка у тебя будет во столько-то!,2
1951,А я?,0
1952,Стоянка поезда 5 минут.,0
1953,Вы дураки или как?,2
1954,А я тебе сказала в пехасово 1 на электричку.,0
1955,То есть мы принимаем наличие тормозных мажмаков наличие всех жидкостей уровень масла топлива и всего-всего.,0
1956,Да хватит прекращайте.,2
1957,Какие мы энергичные.,2
1958,Единственное что они могут сделать это выдать какую-нибудь путевочку материальную помощь либо бесплатный абонемент в какой-то спортзал.,2
1959,Спасибо за внимание.,1
1960,Пожалуйста объясните.,1
1961,На самом деле возможно и не стоило но если ты в какой-то момент даешь слабину и это увидят то тебя просто-напросто не то что смешают с грязью а приравняют к крепостному и не побоюсь этого слова представят тебя рабом именно рабом крепостным.,2
1962,Это основной аргумент который используют руководители в диалогах с подчиненными.,2
1963,Никому и никогда.,2
1964,Это похоже на вашу позицию гражданскую что у вас есть права и нет никаких обязанностей.,2
1965,И когда локомотив выходит нам его должны сдать мастер либо бригадир на прогрев.,0
1966,2020 свеженький.,1
1967,Денис ну что покажешь нам что у вас там?,1
1968,Денис наглядный пример того как можно и нужно добиваться своих прав и законных интересов.,1
1969,Конечно открыт!,1
1970,А с чего началось?,0
1971,То что у вас бардак везде с охраной труда так он везде бардак он 20 лет бардак сколько я работаю и ничего не меняется.,2
1972,Ну что бы сделал простой работник который не привык что-то как-то требовать.,0
1973,Знаете на что это похоже?,2
1974,Показал как нужно подниматься с топливной рейки.,1
1975,Вот тут вот люди работают?,2
1976,Ты в нём сейчас состоишь или уже нет?,0
1977,В 10-20 отправляется!,1
1978,Что вам показать?,0
1979,Я тебя объявил объявил я...,0
1980,Я тебе сказала в пехасово электричка в 10:20!,2
1981,Какие действия?,0
1982,Я реализую свое законное право в предусмотренной статье 62 трудового кодекса российской федерации.,2
1983,Именно с неоплаты медицинской комиссии.,2
1984,Вы просто бессовестным образом продолжаете их штамповать штамповать штамповать штамповать.,2
1985,Сожгли печку подожгли.,2
1986,То есть тем самым они пытались сэкономить зарплатный бюджет ну и конечно в конце года получить себе премию.,2
1987,Правомерность действий во всех вопросах касаемых вашей работы.,0
1988,Мы здесь шум подняли.,2
1989,То есть это что уже нет зеркал?,2
1990,А он в принципе я тебе говорю его привести в рабочее состояние вот здесь по идее должен быть ключ управления который блогирует пульт управления а здесь всё пожалуйста видишь?,1
1991,Но это дебилизм просто это реально это идиотизм мы живем уже в 21 веке.,2
1992,Шести штук на трех секциях но их нету.,0
1993,Вот я хочу чтобы эти молодые люди дали вам объяснение того что произошло.,2
1994,Я сказал что удерживают.,2
1995,И в отношении вас наверное я предприму какие-то действия.,2
1996,У нас вот такие классные доводчики высокотехнологические.,1
1997,Так вот вот эти цеха которые буквально недавно построили они уже выглядят как будто им тут не знаю не один десяток лет.,2
1998,Они не работают.,2
1999,Мы не успели выяснить с чего началась твоя борьба.,0
2000,Это умалчивается руководителями.,0
2001,Естественно начальники наши всё оправдывают тем что мы не сдаём аттестацию мы не проходим обучение и всё такое но это на самом деле никакого обучения не проводится они якобы готовы новое руководство поменялось новый руководитель пришел они уже говорят что якобы готовы нам все дороги открыть чтобы мы вернулись обратно но фактически я не знаю чего они ждут.,0
2002,Что он в маршрутах сжег сам да?,2
2003,Вам одно а вы другое.,2
2004,Я считаю что права отстаивать нужно за них нужно бороться они так просто не даются берутся и правда поверьте на нашей стороне на самом деле были руководители которые очень хорошо относились абсолютно ко всем и к слесарям и к локомотивным бригадам но они долго не задерживались.,1
2005,На самом деле ты сейчас снимаешь очень хороший локомотив.,1
2006,По вашему мнению вот так нужно с людьми общаться?,2
2007,Это и неоплата технической учебы которая нам должна оплачиваться это и антисанитарные условия в которых мы работаем.,2
2008,Получили маршруты чтобы не испачкать положили в газету.,0
2009,Ничего не делается.,2
2010,Я нормальный человек я сжёг лист я хочу домой.,0
2011,Не удалось нам должным образом отснять тот материал который мы хотели.,0
2012,Перестать бояться сказать «нет» когда тебе говорят «делай» но ты знаешь что это может привести к трагедии.,0
2013,Ну отчасти может быть и правы.,1
2014,Я тебе сказал с пехасово?,2
2015,Ну да мы же халопы давайте на коленки перед вами встанем?,2
2016,Везде не работаете как положено.,2
2017,Уважаемые пассажиры скорый поезд номер 146 челябинск - санкт-петербург прибывает к 4-й платформе 6-й путь.,0
2018,Вам регламент показали действий.,0
2019,Это вот такие вот у нас нет их на видео это такая вот палка полтора метра высота металлическая с которой ты запрыгиваешь на локомотив это как копье ты должен ее туда закинуть и потом залезть.,0
2020,Ну тогда и будьте патриотом своей железной дороги.,2
2021,Ну я на секунду.,0
2022,Многие конечно люди здравомыслящие адекватные вполне понимают что я здесь борюсь даже не то что за своё а то чтобы порядок был реально на предприятии чтобы исполнялось всё как именно написано.,1
2023,Вообще не ожидал такого развития событий.,2
2024,Я посмотрю вот это всё.,0
2025,Во-первых главный инженер во-вторых начальник депо у себя в кабинете.,0
2026,И всё-таки у нас отстоялся управа и сейчас он идёт в отпуск тогда когда хочет неделённый.,1
2027,И как дальше будет развиваться ситуация я не могу вообще предсказать.,0
2028,То есть по факту как бы вот нарушения они все явные они тут на поверхности а вопрос в том произойдёт ли такой повторный инцидент либо кто-то пострадает это вопрос только времени.,0
2029,Я вас отправлю на переаттестацию вы имейте в виду.,2
2030,Маршрутный лист является документом но я не знаю какой он строго отчетный.,0
2031,Вот если бы я тебе сказала явка у тебя в 10:20.,2
2032,Ну получается первый судебный иск я подавал за отстранение июля которое они меня отстранили незаконно и потом я подавал на недоработку которую я не принимал локомотивы.,0
2033,А это что было?,0
2034,Когда локомотив приходит с поездки он встает на пункт технического обслуживания локомотивов там его тмх-сервис обслуживает меняет те или иные износившиеся элементы снабжает топливом маслами различными техническими жидкостями.,0
2035,И инвентарные реверсивные рукоятки и ключи управления которые блокируют специально пульт чтобы доступ никто не имел этого ничего нет по факту все утеряно утрачено не знаю.,0
2036,На локомотивах по умолчанию они должны быть в количестве шести штук.,0
2037,Это очень страшно.,0
2038,Что вы боитесь?,0
2039,Ну они нашли самую простую вариант – избавиться от того человека который указывает им на эти ошибки.,0
2040,А всё почему?,0
2041,Я еще раз вам повторяю.,2
2042,Это наша главная проходная и наш нефункционирующий переезд.,0
2043,А вы кто такой?,2
2044,Ну на тот момент денис не знал наверное как решить.,0
2045,Где я действую неправомерно?,2
2046,Люди стараются обеспечить свои семьи пытаются закрыть кредиты рассрочки пытаются дать что-то хорошее своим детям.,1
2047,Естественно начальники все говорят это вы виноваты это вы локомотивные бригады растеряли.,2
2048,Замазученные пути.,2
2049,Ну начальник это не услышал.,0
2050,Началось все с того что мы как работники железной дороги связанные непосредственно с опасным видом деятельности мы проходим обязательную медицинскую комиссию каждый год. и началось все с того что нам должны оплачивать эту медицинскую комиссию потому что это является направлением работодателя.,0
2051,Я тебе сказала электричка с пехасово 1!,2
2052,Нет он не работает.,0
2053,Меня сняли с работы меня направили в самые уголки нежелательных таких элементов на прогрев.,2
2054,Будьте любезны ознакомьтесь и там вы все прочтете.,1
2055,И стекло которое было на самом деле должно было быть триплексом было обычное стекло которое используется в обычных оконных рамах.,0
2056,Мы не сможем предоставить оригинал конкретный успех исхода молодых людей маршрутных листов где есть росписи и подписи всех и всех штампов предприятий и вообще содержит реквизиты.,0
2057,И сделать достойную зарплату для всех звеньев этого производства начиная от слесарей и заканчивая локомотивными бригадами.,1
2058,Все что будет предпринято вами я оставляю за собой право обжаловать или каким-то или иным образом проверить в органах соответствующего надзора.,2
2059,Это происходит очень забавно.,1
2060,У нас нет времени сейчас с ними разбираться потому что мы приехали в хабаровск всего на один день и нам нужно это всё снять.,0
2061,То есть они просто не ознакомливались с этой ситуацией.,0
2062,Приветствую всех меня зовут сергей наумов сегодня у меня в гостях денис крень.,0
2063,Вот я буду но я хочу домой спать.,0
2064,Денис пытался отстоять свое право на соблюдение норм охраны труда.,0
2065,Потому что так как ты сергей сам работал на железной дороге сам понимаешь что в локомотивах нету санузла.,0
2066,Дай свой совет тем людям которые не работают на этом предприятии но мы знаем что в принципе на многих заводах на многих производствах ситуация аналогичная.,0
2067,А я не знаю в чем проблема?,0
2068,Одно другое третье.,0
2069,Получается это произошло в коридоре шахты холодильника между тепловозными соединениями.,0
2070,То есть либо держать её в руке под мышкой но тогда ты одной рукой будешь держаться за этот перевалинок.,0
2071,Как вы будете разбираться?,0
2072,Я вам еще раз говорю я очень даже пристально стала к вам присматриваться.,2
2073,А что вы делали?,0
2074,В принципе до предпоследнего начальника я создал себе довольно-таки как сказать не то что комфортные условия труда а условия труда которые должны соответствовать нормативам прописанным минтранс приказом и всем остальным.,0
2075,А я откуда знаю?,2
2076,На самом деле локомотивы большая часть не освещено.,0
2077,Ты можно сказать охотником так станешь.,0
2078,И поэтому нельзя давать слабину.,0
2079,Да вы вообще уже просто уже на самом деле охамели.,2
2080,А я предприму обязательно.,2
2081,Да но не именно это.,0
2082,Комиссию оплатили?,2
2083,Они никуда их не отправляют они их не перезаправляют ни на испытание ничего не делают.,2
2084,Давайте я вам электронку скину.,0
2085,Что вы истерите?,2
2086,То есть вот по идее вот смотри омывка электровоза под контактным проводом.,0
2087,Денис работает помощником машиниста в локомотивном депо.,0
2088,И тот кто требует тот естественно получает.,0
2089,Здесь еще очень хорошо освещено.,0
2090,Нумерация вагона главный состав.,0
2091,Дело в том что выдают фиктивные приказы на следование локомотива.,0
2092,Куда мне здесь мешать?,0
2093,У нас вроде собрались обновлять парк локомотивов вот приходят новые.,0
2094,*** ты припёрся в депо?,2
2095,В общем по большому счёту сейчас ситуация такая что ни я ни мой помощник мы полностью лишены возможности работать.,2
2096,Да звоните сразу иванову путину.,2
2097,Просто хочу сказать то что мы грешим на нефтезавод а на самом деле на самом-то деле у нас в городе есть предприятия которые наносят экологии куда более существенный вред.,0
2098,Я теперь ничего не знаю!,2
2099,На самом деле комиссию не оплатили.,0
2100,Что с ним общаться?,2
2101,То есть ответ от трудовой инспекции был какой?,0
2102,Это началось три года назад.,0
2103,И тут единственный ресурс который у них есть административный который они ко мне могли на тот момент применить это не сдача аттестаций.,0
2104,Кто вы такой чтобы вы вырывали у меня вещи?,2
2105,И насколько они об основе управления затребованы я тоже могу это оспорить.,2
2106,В итоге отстранили меня на месяц.,0
2107,Я приходил на локомотивы и в течение двух-двух с половиной месяцев просто не принимал их.,0
2108,27 киловольт он моет электровоз я не знаю как бы нормально это нет?,2
2109,Я не говорил насильно.,2
2110,Да а мы сожгли положили в газету и забыли.,2
2111,Но я еще раз говорю все что касается нашей стороны будет к вам предпринято в рамках моих действующих должностных обязанностей.,2
2112,Во-вторых им ставится рабочее время.,2
2113,Расскажи немножко об этой ситуации где пострадал помощник машиниста.,0
2114,Так вот рапорт от 28 ноября 2019 года где ты пишешь что между пути на территории птол нет освещения,0
2115,Я сам работал и у меня начальник грудь бил пяткой говорил я никому никогда не оплачивал там недоработку и простой но получилось так что я был первым телком в жизни кому оно оплатил и через некоторое время этого руководителя не стало.,2
2116,Я нормальный человек.,0
2117,Ну вот мы сняли видео где показали о том как локомотивная бригада должна подниматься на тепловоз вот с этими топливной рейки.,0
2118,Ты пришел бы сюда в 10:20 на явку.,0
2119,Что данные сотрудники не сдают маршрутные листы потому что они их сожгли.,2
2120,То есть они не требуют исполнения и соблюдения законодательства.,2
2121,Потому что мне это не очень понятно.,2
2122,С той стороны обойти тебе сергей и там заснять.,0
2123,Денис является одним из немногих сотрудников ржд который не боится отстаивать свои права и законные интересы.,1
2124,Тоже мне правдолюбец права он качает.,2
2125,И мне пришлось выйти из профсоюза потому что я реально понимал что я отчисляю деньги просто в никуда.,2
2126,Вот в принципе как он должен выглядеть видишь в идеале.,0
2127,Что вы истерики закатываете?,2
2128,Это как раз не доработка со стороны руководства потому что оно не может требовать и исполнять.,2
2129,Во-первых написал претензию на имя начальника дпо.,2
2130,Это было до отпуска это было после отпуска.,0
2131,Вы хотите сказать что мы это специально сделали?,2
2132,Потому что таких у нас инцидентов в таком количестве с такой регулярной завидной постоянностью такого не было.,2
2133,На самом деле я удивляюсь почему в наше время доступности интернета и гаджетов никто не освещает эти проблемы.,2
2134,Я тебе русским язык вам объясняла!,2
2135,Он стоит но не работает.,0
2136,Первый раз кто чувствовал на себе такой пресс серьезный.,2
2137,Ну как решаете?,0
2138,Это мое личное имущество я не собираюсь его отдавать.,2
2139,Два года назад у меня начались проблемы с предыдущим начальником депо который ну однозначно хотел моего увольнения потому что я в принципе всегда занимал такую позицию.,2
2140,Можете не сомневаться.,1
2141,И вот сразу видишь контраст.,1
2142,Пусти меня на электричке!,2
2143,Это здание ремонта.,0
2144,Здесь же у нас освещения никакого нет.,0
2145,А я посмотрю насколько качественно вы исполняете свои обязанности.,2
2146,То есть профсоюзы они настолько уже как бы слились с руководством что они тебе вряд ли чем помогут.,2
2147,То есть в принципе электровозы будут большей частью новые.,1
2148,Потому что они приняли.,0
2149,А сейчас немножко по-другому они озадачили специально уполномочили специальных сотрудников которые там работников которые с этой рейкой ходят и промеряют она как контрольная такая рейка.,2
2150,Просто переклеивает бирки у нас ходит специально выделенный человек на то и он просто переклеивает бирки.,2
2151,В итоге дошло до тюленева это замначальника начальника дороги.,2
2152,Данное отстранение мне пришлось опротестовывать через замначальника двжд по кадрам социальным опросам тюленева которые данный приказ отменили и фактически вернули меня на работу.,0
2153,В пехасово один на электричке в  10:20!,2
2154,А вот именно предпоследний начальник депо конечно взялся за меня так плотненько.,2
2155,То есть это то время когда ты не принимал локомотивы?,0
2156,И люди не привыкли оставить свои права а те органы которые созданы для того чтобы помогать они не выполняют свою функцию.,2
2157,Вы блядь дураки или как?,2
2158,Вы дома спите со своим мужьями.,0
2159,Поэтому не надо мне тут апеллировать и бросаться этими фразами которые вы поначитали в последнее время в справочниках и пообсуждаете в своем мутном тесном кругу.,2
2160,Я тебе объявила явку?,2
2161,Не знаю что это.,0
2162,Мы написали в 3 часа.,0
2163,Нет вопросов нет.,1
2164,Ну короче вообще полный беспредел.,2
2165,Затем я беру топливную рейку и закидываю ее туда закидываю.,0
2166,Было много разговоров.,0
2167,Работодатель ему не будет за этот простой платить.,2
2168,Он разрешил этот вопрос.,1
2169,А в чем проблема?,0
2170,А электричка с депо отправляется или с пехасово 1?,0
2171,Составляющие которые при проверках аудитором и любыми серьезными контролируемыми органами они всегда запрашиваются.,0
2172,И все это дальше по нарастающей по нарастающей по нарастающей как снежный кон.,2
2173,Вот а вот эти вот все течи их никто не устраняет причем это тепловозы выходят с ремонта.,2
2174,То есть они таким образом предлагали разряд ниже и предлагали остаться на предприятии.,0
2175,Вы эту вот информацию любой адвокат даже мой вас просто заставит за неё отчитаться.,2
2176,Назначили там спт за какие-то несущественные нарушения причём я всё это сделал заранее заранее обозначил что я данных нарушений не допускал.,2
2177,Давайте закроем этот разговор?,2
2178,Всё успокойтесь.,2
2179,И вот первое отстранение было когда они меня назначили за какие-то несерьезные нарушения спт про которые я говорил.,2
2180,И в любом случае если нарушаются права и ты это видишь надо в любом случае на это указывать и бороться за свои права.,0
2181,Самое забавное то что я смотрел у вас комсомольский депо но у вас там реально была тепловоза это понятно.,0
